contact_id,product_id,dz_artist_id,dz_name,mbz_artist_id
3964938,17905563,74463,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297
5263805,40508623,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
57633,9353940,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
555560,24940007,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
1188385,6588360,416239,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
57633,23815599,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5263805,4703747,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
2265158,24987916,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
57633,29961119,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
900257,37764845,1412564,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a
828329,15238437,310260,Stromae,ab2528d9-719f-4261-8098-21849222a0f2
555560,28327002,892,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
520084,40635497,564,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c
522177,4057465,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
5250517,3897975,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
2265158,39162525,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
2265158,16686042,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5250517,10885001,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
522177,9786156,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
5096340,5009231,1479842,PLK,55304866-1b79-4365-a6b1-961c95e9fc57
5468234,11259341,455796,Leto,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a
522177,28548366,75491,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848
5263805,15415768,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
4816066,12802364,7365500,Josman,d6f204c1-ea79-4ad0-bac3-862faad14130
5263805,24886735,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
2265158,9267713,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
6403312,22326464,10189104,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a
572836,17308117,542,David Guetta,302bd7b9-d012-4360-897a-93b00c855680
1180989,16041282,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
567274,11267254,3469,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
5263805,6590795,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
2265158,26066178,1191615,Jul,8e6c44df-06fc-4852-83d0-ef0efed6630a
5263805,3789557,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
4816066,38710769,7365500,Josman,d6f204c1-ea79-4ad0-bac3-862faad14130
5250517,22199545,8706544,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f
4814922,6233755,14621667,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1
1180989,23166695,5111084,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9
522394,42478033,390,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62
4289648,18273657,4510044,Laylow,b04c952c-16c4-41ad-bd62-ace5047cdf6e
5263805,8080439,4429712,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011
57633,55615015,13,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
